,Name of movie,Description,Genre,Stars
688,Predator,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,Action Adventure Sci-Fi,7.8
689,Ferris Bueller's Day Off,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",Comedy,7.8
690,The Goonies,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,Adventure Comedy Family,7.8
691,The Color Purple,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,Drama,7.8
692,The Breakfast Club,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,Comedy Drama,7.8
693,The Killing Fields,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",Biography Drama History,7.8
694,Ghostbusters,Three former parapsychology professors set up shop as a unique ghost removal service.,Action Comedy Fantasy,7.8
695,The Right Stuff,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",Adventure Biography Drama,7.8
696,The King of Comedy,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",Comedy Crime Drama,7.8
697,E.T. the Extra-Terrestrial,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,Family Sci-Fi,7.8
698,Kramer vs. Kramer,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",Drama,7.8
699,Days of Heaven,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,Drama Romance,7.8
700,The Outlaw Josey Wales,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,Western,7.8
701,The Man Who Would Be King,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",Adventure History War,7.8
702,The Conversation,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",Drama Mystery Thriller,7.8
703,Fantastic Planet,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",Animation Sci-Fi,7.8
704,The Day of the Jackal,"A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",Crime Drama Thriller,7.8
705,Badlands,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,Action Crime Drama,7.8
706,Cabaret,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,Drama Music Musical,7.8
707,Willy Wonka & the Chocolate Factory,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Family Fantasy Musical,7.8
708,Midnight Cowboy,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",Drama,7.8
709,Wait Until Dark,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,Thriller,7.8
710,Guess Who's Coming to Dinner,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,Comedy Drama,7.8
711,Bonnie and Clyde,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Action Biography Crime,7.8
712,The Umbrellas of Cherbourg,A young woman separated from her lover by war faces a life-altering decision.,Drama Musical Romance,7.8
713,My Fair Lady,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,Drama Family Musical,7.8
714,Mary Poppins,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",Comedy Family Fantasy,7.8
715,The Longest Day,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",Action Drama History,7.8
716,Jules and Jim,Decades of a love triangle concerning two friends and an impulsive woman.,Drama Romance,7.8
717,The Innocents,A young governess for two children becomes convinced that the house and grounds are haunted.,Horror,7.8
718,Breathless,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",Crime Drama,7.8
719,The Quiet Man,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",Comedy Drama Romance,7.8
720,The African Queen,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",Adventure Drama Romance,7.8
721,Red River,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",Action Adventure Drama,7.8
722,Key Largo,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",Action Crime Drama,7.8
723,To Have and Have Not,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",Adventure Comedy Film-Noir,7.8
724,Gaslight,"Years after her aunt was murdered in her home, a young woman moves back into the house with her new husband. However, he has a secret that he will do anything to protect, even if it means driving his wife insane.",Crime Drama Mystery,7.8
725,Shadow of a Doubt,"A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",Film-Noir Thriller,7.8
726,The Lady Vanishes,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",Mystery Thriller,7.8
727,The Bride of Frankenstein,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",Drama Horror Sci-Fi,7.8
728,Duck Soup,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,Comedy Musical,7.8
729,Scarface,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",Action Crime Drama,7.8
730,Frankenstein,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,Drama Horror Sci-Fi,7.8
731,The Mitchells vs the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",Animation Adventure Comedy,7.7
732,Roma,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,Drama,7.7
733,God's Own Country,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",Drama Romance,7.7
734,Deadpool 2,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",Action Adventure Comedy,7.7
735,Wind River,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,Crime Drama Mystery,7.7
736,The Salesman,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",Drama,7.7
737,Get Out,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Horror Mystery Thriller,7.7
